case_id,dataset_type,scenario_id,group_id,label,split
mali_6_1.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_10.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_11.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_12.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_13.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_14.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_15.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_16.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_17.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_18.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_19.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_2.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_20.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_21.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_22.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_23.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_24.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_3.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_4.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_5.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_6.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_7.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_8.csv,mali,scenario_6,mali_scenario_6,1,test
mali_6_9.csv,mali,scenario_6,mali_scenario_6,1,test
mali_7_1.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_10.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_11.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_12.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_13.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_14.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_15.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_16.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_17.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_18.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_19.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_2.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_20.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_21.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_22.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_23.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_24.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_3.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_4.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_5.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_6.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_7.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_8.csv,mali,scenario_7,mali_scenario_7,1,test
mali_7_9.csv,mali,scenario_7,mali_scenario_7,1,test
mali_8_1.csv,mali,scenario_8,mali_scenario_8,1,val
mali_8_2.csv,mali,scenario_8,mali_scenario_8,1,val
mali_8_3.csv,mali,scenario_8,mali_scenario_8,1,val
mali_8_4.csv,mali,scenario_8,mali_scenario_8,1,val
mali_8_5.csv,mali,scenario_8,mali_scenario_8,1,val
mali_8_6.csv,mali,scenario_8,mali_scenario_8,1,val
mali_8_7.csv,mali,scenario_8,mali_scenario_8,1,val
mali_9_1.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_10.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_11.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_12.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_13.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_14.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_15.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_16.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_17.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_2.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_3.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_4.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_5.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_6.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_7.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_8.csv,mali,scenario_9,mali_scenario_9,1,train
mali_9_9.csv,mali,scenario_9,mali_scenario_9,1,train
anom_1_1.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_10.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_11.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_12.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_13.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_14.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_15.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_16.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_17.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_18.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_19.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_2.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_20.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_21.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_22.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_23.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_24.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_25.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_26.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_27.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_28.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_29.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_3.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_30.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_4.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_5.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_6.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_7.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_8.csv,anom,scenario_1,anom_scenario_1,0,train
anom_1_9.csv,anom,scenario_1,anom_scenario_1,0,train
anom_10_1.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_10.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_11.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_12.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_13.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_15.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_16.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_17.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_18.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_19.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_2.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_20.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_21.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_22.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_23.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_24.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_25.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_26.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_27.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_28.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_3.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_4.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_5.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_6.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_7.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_8.csv,anom,scenario_10,anom_scenario_10,0,train
anom_10_9.csv,anom,scenario_10,anom_scenario_10,0,train
anom_11_1.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_10.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_11.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_12.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_13.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_14.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_15.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_16.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_17.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_18.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_19.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_2.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_20.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_21.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_22.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_23.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_24.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_25.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_26.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_27.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_28.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_3.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_4.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_5.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_6.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_7.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_8.csv,anom,scenario_11,anom_scenario_11,0,val
anom_11_9.csv,anom,scenario_11,anom_scenario_11,0,val
anom_12_1.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_10.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_11.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_12.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_13.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_14.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_15.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_16.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_17.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_18.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_19.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_2.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_20.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_21.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_22.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_23.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_24.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_25.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_26.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_27.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_28.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_3.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_4.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_5.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_6.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_7.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_8.csv,anom,scenario_12,anom_scenario_12,0,train
anom_12_9.csv,anom,scenario_12,anom_scenario_12,0,train
anom_13_1.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_10.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_11.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_12.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_13.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_14.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_15.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_16.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_17.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_18.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_19.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_2.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_20.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_21.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_22.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_23.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_24.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_25.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_26.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_27.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_28.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_3.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_4.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_5.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_6.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_7.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_8.csv,anom,scenario_13,anom_scenario_13,0,test
anom_13_9.csv,anom,scenario_13,anom_scenario_13,0,test
anom_14_1.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_10.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_11.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_12.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_13.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_14.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_15.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_16.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_17.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_18.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_19.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_2.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_20.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_21.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_22.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_23.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_24.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_25.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_26.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_27.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_28.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_3.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_4.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_5.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_6.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_7.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_8.csv,anom,scenario_14,anom_scenario_14,0,train
anom_14_9.csv,anom,scenario_14,anom_scenario_14,0,train
anom_15_1.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_10.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_11.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_12.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_13.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_14.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_15.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_16.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_17.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_18.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_2.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_3.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_4.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_5.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_6.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_7.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_8.csv,anom,scenario_15,anom_scenario_15,0,train
anom_15_9.csv,anom,scenario_15,anom_scenario_15,0,train
anom_16_1.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_10.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_11.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_12.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_13.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_14.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_15.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_16.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_17.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_18.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_2.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_3.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_4.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_5.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_6.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_7.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_8.csv,anom,scenario_16,anom_scenario_16,0,train
anom_16_9.csv,anom,scenario_16,anom_scenario_16,0,train
anom_17_1.csv,anom,scenario_17,anom_scenario_17,0,test
anom_17_10.csv,anom,scenario_17,anom_scenario_17,0,test
anom_17_11.csv,anom,scenario_17,anom_scenario_17,0,test
anom_17_12.csv,anom,scenario_17,anom_scenario_17,0,test
anom_17_13.csv,anom,scenario_17,anom_scenario_17,0,test
anom_17_14.csv,anom,scenario_17,anom_scenario_17,0,test
anom_17_15.csv,anom,scenario_17,anom_scenario_17,0,test
anom_17_16.csv,anom,scenario_17,anom_scenario_17,0,test
